episode,episode_return,total_steps,nodes_completed,nodes_skipped,workflow_size,workflow_complete,completion_rate,premature_executions,correct_executions,ctrl_loss,meta_loss
305,48.8400,32,5,0,5,1,1.0000,8,3,10.484682,100.337941
306,63.9900,27,5,0,5,1,1.0000,6,2,13.145786,101.276559
307,73.7700,31,5,0,5,1,1.0000,4,2,10.641981,91.293489
308,79.4700,11,5,0,5,1,1.0000,3,2,9.704495,152.051900
309,74.5400,12,5,0,5,1,1.0000,5,1,10.557262,76.116989
310,69.1300,19,5,0,5,1,1.0000,4,3,8.545558,128.574510
311,64.4800,14,5,0,5,1,1.0000,6,2,9.705907,111.446231
312,68.8100,23,5,0,5,1,1.0000,5,2,9.216303,165.459753
313,64.2200,16,5,0,5,1,1.0000,6,2,9.939253,67.724586
314,69.2600,18,5,0,5,1,1.0000,5,2,8.718269,151.834525
315,79.7900,7,5,0,5,1,1.0000,3,2,8.576907,85.255825
316,53.9100,23,5,0,5,1,1.0000,7,3,10.798103,106.008435
317,74.0500,25,5,0,5,1,1.0000,6,0,10.255491,120.234891
318,74.0700,21,5,0,5,1,1.0000,4,2,10.740744,100.853076
319,74.5700,11,5,0,5,1,1.0000,3,3,13.791944,126.116559
320,69.4200,16,5,0,5,1,1.0000,4,3,11.981658,93.861438
321,74.3200,16,5,0,5,1,1.0000,4,2,9.150927,86.982447
322,33.6700,31,4,1,5,1,0.8000,7,2,8.524216,112.082892
323,-2.9200,64,5,0,5,1,1.0000,17,4,10.531557,100.954334
324,64.1600,28,5,0,5,1,1.0000,6,2,8.790003,107.336822
325,79.4500,15,5,0,5,1,1.0000,4,1,8.732226,209.614380
326,69.2900,17,5,0,5,1,1.0000,6,1,9.808107,127.547827
327,58.5900,27,5,0,5,1,1.0000,6,3,10.617706,82.043192
328,24.0000,30,3,2,5,1,0.6000,5,1,9.057403,85.186308
329,48.7800,34,4,1,5,1,0.8000,5,1,8.788725,89.934502
330,73.9700,21,5,0,5,1,1.0000,4,2,8.903902,104.868159
331,68.7600,28,5,0,5,1,1.0000,5,2,7.858565,85.834694
332,74.4700,11,5,0,5,1,1.0000,3,3,7.177297,155.130813
333,79.6000,10,5,0,5,1,1.0000,3,2,9.255509,156.084833
334,79.4100,13,5,0,5,1,1.0000,4,1,8.022506,92.723734
335,79.6000,10,5,0,5,1,1.0000,4,1,8.859509,64.101942
336,63.8000,30,5,0,5,1,1.0000,6,2,8.096444,64.173903
337,79.4200,16,5,0,5,1,1.0000,3,2,11.860811,85.243792
338,63.8400,32,5,0,5,1,1.0000,6,2,8.667863,130.571470
339,49.0800,24,4,1,5,1,0.8000,3,3,9.207834,144.018454
340,74.4700,11,5,0,5,1,1.0000,4,2,8.671905,95.658149
341,63.6100,33,5,0,5,1,1.0000,7,1,7.867351,104.338429
342,74.4500,15,5,0,5,1,1.0000,4,2,10.052677,158.773782
343,79.3100,13,5,0,5,1,1.0000,3,2,8.349589,98.946393
344,38.1800,44,5,0,5,1,1.0000,12,1,8.143742,123.113589
345,79.5500,15,5,0,5,1,1.0000,3,2,9.348656,78.609981
346,64.1500,25,5,0,5,1,1.0000,5,3,7.910550,106.517924
347,68.2600,28,5,0,5,1,1.0000,4,3,8.183720,160.431567
348,68.9600,18,5,0,5,1,1.0000,5,2,7.028545,99.647408
349,79.6300,9,5,0,5,1,1.0000,3,2,8.201504,97.861298
350,63.5600,28,5,0,5,1,1.0000,7,1,8.344184,88.976588
351,68.4500,25,5,0,5,1,1.0000,4,3,6.504225,126.759195
352,58.8800,24,5,0,5,1,1.0000,8,1,8.292838,120.549667
353,69.2800,14,5,0,5,1,1.0000,5,2,9.851347,59.872449
354,78.9300,19,5,0,5,1,1.0000,4,1,7.486350,145.858263
355,63.9600,18,5,0,5,1,1.0000,6,2,10.414115,116.171069
356,69.4500,15,5,0,5,1,1.0000,4,3,7.645764,145.373076
357,74.3700,11,5,0,5,1,1.0000,3,3,8.904960,84.600448
358,79.0700,21,5,0,5,1,1.0000,3,2,7.046341,149.897043
359,69.1000,20,5,0,5,1,1.0000,6,1,8.019069,98.735870
360,33.1600,48,4,1,5,1,0.8000,8,1,7.734217,71.139352
361,77.5600,38,5,0,5,1,1.0000,3,2,8.401753,119.093510
362,54.4800,14,5,0,5,1,1.0000,7,3,7.307686,86.870517
363,48.0600,48,5,0,5,1,1.0000,9,2,7.436426,117.730096
364,79.0400,22,5,0,5,1,1.0000,3,2,8.833833,117.531375
365,73.7000,20,5,0,5,1,1.0000,4,2,8.462326,112.812229
366,38.7600,28,4,1,5,1,0.8000,7,1,7.433163,85.543103
367,37.5800,64,4,1,5,1,0.8000,7,1,7.268234,139.027878
368,74.5700,11,5,0,5,1,1.0000,4,2,7.870192,109.304698
369,78.2700,21,5,0,5,1,1.0000,3,2,7.276642,90.615677
370,43.9000,20,4,1,5,1,0.8000,2,5,6.685367,96.612699
371,78.7700,21,5,0,5,1,1.0000,3,2,7.942570,135.997878
372,42.9900,57,4,1,5,1,0.8000,6,1,7.923710,90.287090
373,63.7200,26,5,0,5,1,1.0000,7,1,8.220206,104.247044
374,64.0400,22,5,0,5,1,1.0000,6,2,6.037256,84.502863
375,69.1000,20,5,0,5,1,1.0000,5,2,7.322520,87.021706
376,63.1200,36,5,0,5,1,1.0000,8,0,8.259535,109.711087
377,54.1600,18,4,1,5,1,0.8000,5,0,5.670194,52.923546
378,28.8700,31,4,1,5,1,0.8000,8,2,7.226605,145.635616
379,64.4300,19,5,0,5,1,1.0000,7,1,6.675710,83.349450
380,49.3900,17,4,1,5,1,0.8000,5,1,5.880873,60.167508
381,63.7200,26,5,0,5,1,1.0000,6,2,7.584091,79.354590
382,74.0100,23,5,0,5,1,1.0000,4,2,8.665135,67.247633
383,53.9100,33,5,0,5,1,1.0000,8,2,6.434988,77.041444
